,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,Avg_lottary_expanses,Age_group,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Avg_size_per_room,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_education_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_government_satisfaction,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Most_Important_Issue,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Financial_agenda_matters,Num_of_kids_born_last_10_years,Overall_happiness_score
2958,Turquoises,10.0,48.88017633,7211.357359999999,Below_30,291.7680185,Yes,706.8564892999999,Yes,Female,By_16:00,0.031072152999999998,0.559001916,3179.0,446.6719568,66.35562147,5319.283774,914.7434939999999,90.33898269,21.13461513,6.821000000000001,55245.10147,Maybe,195889.4365,8.357385856,442.59398600000003,41.85625238,16.29339211,100.0,Education,16.0,,1.0,Public_or_other,Hightech,Yes,0.0,521.1846592
2959,Browns,10.0,122.8994229,3483.398386,30-45,1729.2184899999997,Yes,397.04996439999996,Yes,Male,After_16:00,0.853664847,0.653278116,5929.0,321.9840846,58.85161865,1494.272826,649.2604387,45.71563059,,10.071,31747.2618,Maybe,7230.180095999999,3.297307612,85.03046569,21.79396895,40.96647429,60.0,Financial,9.0,543.4905966,2.0,Public_or_other,Hightech,Yes,0.0,197.5224834
2960,Whites,4.0,408.6187048,73493.60123,Below_30,18698.34467,No,,No,Female,By_16:00,0.842408762,0.674328447,7055.0,387.009028,61.79686633,6169.777014,450.1806025,27.07693256,19.67254503,2.945,50033.306730000004,Maybe,291142.1473,0.632027683,539.5758958,40.99303903,136.20623490000003,80.0,Healthcare,9.0,138.4694024,1.0,Car,Hightech,No,0.0,430.42583729999996
2961,Khakis,3.0,654.5932123,111421.7148,Below_30,47838.45036,Yes,702.208434,No,Female,By_16:00,0.772370807,0.632317527,3757.0,464.32836160000005,42.04844066,6035.1127369999995,532.551337,47.7048421,21.54827978,6.242999999999999,56556.66817999999,Yes,260758.9302,6.7950142829999995,510.6456013,4.665918788,218.1977374,90.0,Environment,8.0,50.08259112,1.0,Public_or_other,Public_Sector,No,2.0,466.49669689999996
2962,Khakis,4.0,790.1812074,87068.5676,30-45,69649.6538,No,571.5125632,Yes,Male,By_16:00,0.247349275,0.253260834,8675.0,379.4268515,19.1022638,4064.496768,914.5436323999999,58.04068185,19.47888219,1.325,45034.45177,Yes,109272.7607,6.414400537000001,330.5643065,4.399351473,263.3937358,80.0,Healthcare,7.0,233.4399877,2.0,Foot_or_bicycle,Hightech,No,0.0,393.94393239999994
2964,Purples,1.0,286.0448818,22321.428519999998,45_and_up,9196.645449,Yes,91.79849771,Yes,Male,After_16:00,0.08105791400000001,0.23028347100000002,3967.0,13.3694342,95.91958474,2367.780076,729.3654396000001,76.77219603,3.65642369,12.033,7641.682151999999,Yes,54804.73935,9.619193326,234.1041208,95.69390796,95.34829393,100.0,Education,14.0,676.3893469999999,2.0,Public_or_other,Student_or_Unemployed,Yes,0.0,112.7111897
2968,Blues,7.0,1153.2873539999998,235512.4622,30-45,148180.1759,No,1047.272157,No,Female,After_16:00,0.776154659,0.780670978,3543.0,798.5418257,28.67153604,7723.374588,644.2734887999999,60.57621958,28.25848237,10.457,86594.83445,Maybe,375314.4064,7.199550904,612.6290937000001,80.52181681,384.42911810000004,100.0,Education,13.0,320.9558947,,Motorcycle_or_truck,Hightech,No,1.0,534.6432086
2970,Pinks,6.0,211.9020531,21901.31849,45_and_up,5069.798476,No,535.5461226,Yes,Female,By_16:00,,0.47221024899999997,9764.0,337.03687189999994,4.963074252,3774.7494810000003,421.5432096,14.89180999,18.35856399,0.23600000000000002,41489.58281,Maybe,96141.90025,6.894717772999999,310.06757369999997,84.82123194,70.63401771,80.0,Healthcare,7.0,268.6161852,1.0,Motorcycle_or_truck,Hightech,No,1.0,402.4123611
2971,Browns,7.0,162.7224904,19177.94336,30-45,3006.308482,No,521.6521515,Yes,Male,By_16:00,0.860690567,0.462403224,7372.0,488.3652478,65.58580673,4512.4329020000005,388.24107569999995,15.25928858,22.09898748,8.628,47231.16852,,125011.9151,4.905421047,353.57024060000003,37.97162257,54.24083012,70.0,Social,13.0,432.19511739999996,0.0,Public_or_other,Public_Sector,No,1.0,93.53280866
2972,Pinks,9.0,899.2760752,220738.4966,Below_30,90165.03196000001,No,905.8992017,No,Female,By_16:00,0.79904847,0.165379166,8354.0,644.5340166,,8652.941132,110.6541436,75.12866163,25.3876745,1.646,75681.57896,Yes,542266.2701,6.659082372,736.3873097999999,93.79271497,299.7586917,100.0,Education,,277.1065667,1.0,Car,Student_or_Unemployed,,0.0,504.3597115
2974,Purples,,207.1433733,8940.912854,30-45,4846.645249,Yes,96.92728383,Yes,Female,By_16:00,0.905010641,0.8447513520000001,4164.0,71.45402323,10.61395721,1437.7956470000001,710.2695021000001,10.74655671,8.453048162,11.835999999999999,8822.440977,Maybe,16767.338969999997,4.780457627,129.48876,59.719759200000006,69.04779111,100.0,Education,15.0,730.1631745,2.0,Car,Hightech,Yes,3.0,39.33957384
2975,Greens,3.0,118.92172340000002,12521.32587,45_and_up,1621.0157179999999,Yes,809.6599073,Yes,Male,By_16:00,0.408058185,0.781296717,6003.0,526.4760155,13.50781003,4211.666566,856.3233098999999,84.13924265,22.94506517,3.997,61483.13596,Maybe,99774.77511,5.36002734,315.87145350000003,38.10450046,39.64057446,100.0,Education,14.0,215.3464609,0.0,Foot_or_bicycle,Industry_or_other,Yes,1.0,608.4886961
2977,Blues,1.0,1423.299107,340013.0832,30-45,225571.1383,Yes,1360.7844599999999,No,Male,By_16:00,0.485148133,0.426605777,7184.0,963.2465595000001,44.23130096,9093.217559,649.2276682999999,9.30156908,31.03621368,6.816,108664.1407,No,513619.39200000005,5.903386124,716.672444,1.721097413,474.43303560000004,90.0,Environment,13.0,616.5624255,3.0,Foot_or_bicycle,Industry_or_other,Yes,0.0,844.3906237
2978,Pinks,2.0,436.2194581,46762.10471,Below_30,21298.45266,Yes,641.1871516,Yes,Female,After_16:00,0.597650837,0.735221621,4980.0,364.5472353,35.63784019,3945.051749,224.3793719,48.02926118,19.0931201,5.02,47553.91928,No,103423.8122,0.055572344,321.5957279,68.62435632,145.406486,100.0,Education,9.0,232.38642230000002,4.0,Foot_or_bicycle,Hightech,Yes,0.0,561.8701342
2979,Khakis,10.0,1022.318417,112042.9681,Below_30,116476.8778,No,601.9866488,Yes,Male,After_16:00,0.735370718,0.666629288,4839.0,398.0646754,86.33005649,4084.0374899999997,348.82311239999996,72.12738781,19.95155822,5.1610000000000005,47133.6884,No,,1.77436796,328.7908139,95.13749913,340.7728055,60.0,Financial,6.0,214.08990260000002,2.0,Motorcycle_or_truck,Hightech,Yes,0.0,421.69871910000006
2981,Oranges,6.0,43.998306299999996,5400.131204,Below_30,239.760653,Yes,700.0681631,Yes,Male,After_16:00,0.128769852,0.46141988899999997,6488.0,502.5944819,76.47541265,4687.238336,752.2756509,72.20987519,22.41861909,5.5120000000000005,56169.023720000005,No,135574.8758,0.176975986,368.2049372,69.30925676,14.666102100000002,50.0,Other,8.0,153.2578158,2.0,Car,Services_or_Retail,No,0.0,421.82527139999996
2984,Browns,5.0,,52844.021310000004,45_and_up,104290.448,No,401.13901549999997,Yes,Male,By_16:00,0.469087372,0.599512205,9593.0,283.6993687,80.21704231,2206.3530739999997,578.1666816000001,8.679206017,16.84337759,6.407,31435.49372,Yes,26861.713160000003,8.443481019,163.8954336,44.51066335,322.4252204,100.0,Education,13.0,466.808686,2.0,Foot_or_bicycle,Services_or_Retail,No,0.0,258.84008059999996
2985,Blues,3.0,1533.2353480000002,431170.82,Below_30,261722.2598,No,544.7091833,No,Male,By_16:00,0.720836987,0.393978385,7989.0,272.2240174,10.11830636,8980.937983,354.240336,23.03771207,16.49921263,6.011,46025.717039999996,No,711743.6264,2.703824632,843.6489947999999,38.80257644,511.0784493,70.0,Social,9.0,418.068239,2.0,Foot_or_bicycle,Hightech,No,1.0,430.6853362
2986,Pinks,4.0,74.52956372,17916.179219999998,Below_30,652.0271732000001,Yes,913.4943922,No,Female,After_16:00,0.606065053,0.7666644779999999,7307.0,652.9313279,27.06637478,8517.569659,666.6605845,9.025103902,25.55252097,2.693,76166.40797999999,No,520087.179,,721.1707002999999,98.26989665,24.84318791,80.0,Healthcare,7.0,268.9988736,3.0,Foot_or_bicycle,Services_or_Retail,Yes,0.0,507.4782541999999
2988,Whites,6.0,65.63877162,11011.10699,30-45,510.5960727,Yes,730.222936,No,Female,By_16:00,0.08746511,0.50182457,3373.0,458.99916849999994,22.26883904,5950.591142,104.4378371,86.43041693,21.42426588,6.627000000000001,57548.03804,Yes,253269.9034,7.212399337000001,503.2592805,9.871481499,21.87959054,90.0,Environment,10.0,53.10696341,0.0,Foot_or_bicycle,Industry_or_other,Yes,0.0,533.5955127000001
2989,Turquoises,5.0,250.8773757,33936.29035,45_and_up,7086.898865000001,No,688.819388,Yes,Female,By_16:00,0.949747122,0.136934207,4395.0,454.2601368,28.06804364,4966.633156,213.78678829999998,96.99978866,21.31337929,5.605,54252.1931,Maybe,164682.8016,2.2520150830000003,405.8112882,52.92612964,83.62579192,100.0,Education,14.0,106.8304163,3.0,Car,Hightech,Yes,1.0,478.8082721
2990,Browns,6.0,,583.1900937999999,30-45,31286.294639999996,Yes,7.170166772999999,Yes,Female,By_16:00,0.11125009300000001,0.234668343,8880.0,4.89565637,75.92113276,42.86101941,,26.98252453,,7.12,559.8064437,Maybe,10.93605499,1.5211732359999999,3.306970667,36.98571508,176.35175890000002,60.0,Financial,8.0,858.4807533,3.0,Public_or_other,Hightech,Yes,1.0,4.866757947
2991,Browns,2.0,600.4902947,68644.53938,30-45,40275.56277,No,554.3276973,Yes,Male,After_16:00,0.162867382,0.713064941,9621.0,483.9751289,24.73252718,4397.374846,190.24703259999998,63.780824100000004,21.99943474,6.379,48433.00054,No,117609.53,1.139043819,342.9424588,21.89613569,200.1634316,70.0,Social,10.0,366.8015123,3.0,Car,Industry_or_other,No,1.0,168.9116708
2992,Pinks,2.0,248.0068617,58018.4649,45_and_up,6926.824890999999,Yes,869.0104147,No,Female,By_16:00,0.49393416799999995,0.21232169399999998,6962.0,624.5792082,6.84100464,8267.326927,691.3621542000001,39.79932896,24.99158275,3.0380000000000003,72785.76547,Maybe,492546.8925,0.20345887899999998,701.8168511,11.02915807,82.66895389,80.0,Healthcare,7.0,238.65621480000001,4.0,Public_or_other,Services_or_Retail,Yes,3.0,473.41488449999997
2993,Browns,3.0,928.3650446,21577.78278,30-45,96081.86125,No,579.4173501,Yes,Female,By_16:00,0.881504541,0.742535455,7926.0,480.99380139999994,9.306768677,1659.270947,96.63820104,12.17827892,21.93157088,8.074,46084.19018,No,4862.040626,3.770954635,69.72833446,39.82247879999999,309.4550149,80.0,Healthcare,10.0,484.03684510000005,3.0,Foot_or_bicycle,Industry_or_other,No,1.0,279.1001908
2994,Reds,5.0,58.25811759,10322.88152,30-45,406.5314019,No,729.6298501,No,Female,After_16:00,0.271813581,0.5195325820000001,8890.0,411.0212531,40.16397013,6137.807215,580.663776,65.28861884,20.273659100000003,3.11,56019.94171,No,282573.5444,1.092111871,531.5764709,89.68833454,19.41937253,50.0,Other,7.0,147.33394769999998,3.0,Public_or_other,Industry_or_other,No,0.0,613.1061503
2995,Browns,9.0,140.4010986,836.510832,30-45,2247.074643,No,419.5895775,Yes,Male,By_16:00,0.872543715,0.243375316,5282.0,406.6625969,88.00270248,992.0654258999999,262.6118795,34.97821284,20.16587704,10.718,35219.934689999995,No,319.4807059,4.917820138,17.87402322,25.84348926,46.8003662,100.0,Education,13.0,631.0951051,2.0,Motorcycle_or_truck,Services_or_Retail,Yes,2.0,103.6116761
2996,Violets,10.0,368.9646623,1811.012366,45_and_up,15259.09067,Yes,49.69316515,Yes,Male,After_16:00,0.432775735,0.640796846,4484.0,28.75364322,90.34436259,204.7581658,91.35049232,88.99008719999999,5.362242368,11.515999999999998,3578.367315,Maybe,216.82821459999997,5.181916896000001,14.72508793,81.45911286,122.9882208,100.0,Education,12.0,815.3998047,3.0,Foot_or_bicycle,Public_Sector,No,0.0,44.68475492
2997,Khakis,3.0,38.48285478,6691.649502,Below_30,187.3754085,No,687.6439094,,Male,After_16:00,0.882800653,0.052918935,6135.0,432.7642289,25.45186263,6082.1239049999995,712.818177,19.80931982,20.80298606,3.865,54804.89742,Yes,272128.6806,4.6462362960000005,521.6595447,6.5507286229999995,12.82761826,60.0,Financial,6.0,71.09219656,0.0,Car,Student_or_Unemployed,Yes,0.0,491.9802978999999
2999,Browns,8.0,65.28902357,1210.684419,Below_30,505.39151880000003,No,77.13653728,Yes,Male,By_16:00,0.6981826529999999,0.40697156,5338.0,68.56260169,77.37322371,693.4290135,636.7492282000001,2.382413927,8.280253722000001,10.662,6884.613865,No,3094.739292,1.008768301,55.63038101,99.92287409999999,21.76300786,60.0,Financial,12.0,783.7459504,1.0,Foot_or_bicycle,Student_or_Unemployed,No,2.0,19.73431531
3000,Turquoises,6.0,509.19942530000003,74114.2259,30-45,28989.07255,Yes,677.8268257,Yes,Female,After_16:00,0.569488998,0.9978240009999999,8313.0,436.45169000000004,57.74332362,5239.418083,342.00041580000004,82.62353088,20.89142623,1.6869999999999998,53441.54745,Maybe,190664.5065,4.275516276,436.65147029999997,85.92519899999999,169.7331418,60.0,Financial,8.0,91.38028844,2.0,Car,Industry_or_other,No,1.0,482.7103153
3001,Blues,4.0,2059.2805780000003,83706.02146,45_and_up,471878.2599,Yes,515.36951,Yes,Male,After_16:00,0.008835022,0.912784675,4446.0,278.59019789999996,83.38022395,1776.625998,662.6826774,68.60261285,16.69102148,9.554,35972.69165,No,14870.47576,0.37805476,121.9445602,41.5014751,686.4268592,60.0,Financial,11.0,438.14621550000004,2.0,Car,Industry_or_other,No,0.0,504.8877518
3002,Browns,8.0,45.74550484,5340.0017880000005,Below_30,257.7653031,No,513.6096982,Yes,Female,By_16:00,0.619642402,0.083178114,7323.0,440.7144294,68.84438184,4383.413463,163.97710680000003,65.10596063,20.9931996,8.677,44980.084,No,122638.9617,7.453310657,350.1984604,63.10647011,15.24850161,100.0,Education,12.0,372.7233611,3.0,Public_or_other,Hightech,Yes,0.0,163.8937315
3005,Turquoises,5.0,119.26436899999999,17035.7566,30-45,1630.19809,No,692.2412492999999,Yes,Male,By_16:00,0.37895038299999995,0.048599775,6579.0,455.0693388,47.49193045,5195.347264,158.25873149999998,62.89233093,21.33235427,3.4210000000000003,54722.43259,Maybe,183630.1263,7.22076152,428.5208586,62.66953642,39.75478966,60.0,Financial,10.0,86.84475422,4.0,Motorcycle_or_truck,Industry_or_other,Yes,0.0,479.65351699999997
3006,Yellows,2.0,-305.3042625,-72704.78266,Below_30,10264.975540000001,No,581.4525529,No,Male,By_16:00,0.624018475,0.279703823,9674.0,356.4174997,76.3127425,7856.998209,33.64178957,19.12833138,18.87902274,4.3260000000000005,49363.2953,No,510390.6797,9.813209255,714.416321,95.4433522,-101.7680875,80.0,Healthcare,11.0,285.236307,0.0,Public_or_other,Industry_or_other,Yes,1.0,378.4703422
3007,Greens,2.0,693.775443,63161.50964,30-45,53721.74352,Yes,791.5694751,Yes,Male,By_16:00,0.913165578,0.695700656,5009.0,494.3681528,1.0286226170000001,3719.944665,502.9998196,45.57099501,22.23439122,4.9910000000000005,58881.50492000001,Maybe,74594.991,8.424739309,273.1208359,39.81157795,231.25848100000002,60.0,Financial,9.0,265.95164950000003,4.0,Foot_or_bicycle,Services_or_Retail,Yes,0.0,638.6521081000001
3008,Greys,4.0,585.1545857000001,82762.45508,Below_30,38250.150330000004,Yes,684.4304624,Yes,Male,By_16:00,0.219652276,0.921747813,7120.0,444.7857567,56.74667209,5132.678741,570.4499916,47.9937488,21.08994444,4.88,53913.98444,No,180039.5895,1.950310224,424.3107228,4.569046408999999,195.05152859999998,30.0,Military,7.0,95.15018082,1.0,Car,Industry_or_other,No,2.0,483.3844181
3009,Violets,3.0,880.9087316,15513.14664,Below_30,86525.87995,Yes,389.2092117,Yes,Male,After_16:00,0.8782761170000001,0.9019527559999999,8767.0,258.18624819999997,52.82913712,1044.684207,458.2384008,28.88329348,16.06817501,7.233,28524.719439999997,Maybe,2791.132641,0.361603864,52.83117111,20.91251081,293.63624389999995,90.0,Environment,12.0,545.1575832000001,3.0,Foot_or_bicycle,Hightech,No,0.0,303.11694239999997
3011,Violets,5.0,903.1637755,17711.57905,Below_30,90944.92186,Yes,,Yes,Male,After_16:00,0.5028393320000001,0.053091339,3488.0,22.05860585,77.76088379,632.4350627,540.0853676,83.85637722,,12.512,4588.9885,Maybe,3461.1789380000005,5.710558991,58.831785100000005,87.93442929,301.0545918,70.0,Social,,774.6201392999999,1.0,Motorcycle_or_truck,Industry_or_other,Yes,0.0,79.31129064
3012,Whites,,281.471051,51090.1976,30-45,8906.707301999999,No,656.7702038,No,Female,After_16:00,0.492238005,0.804430869,3632.0,428.0230981000001,98.42008266,6301.387457,679.5480022999999,59.1070659,20.688719100000004,6.367999999999999,53485.34413,Yes,296517.4145,5.586162715,544.5341261,51.21706936,93.82368368,70.0,Social,8.0,107.2131284,1.0,Public_or_other,Industry_or_other,Yes,0.0,434.1920058
3013,Blues,7.0,1100.329974,72035.77366,,134901.8936,No,934.9159458999999,Yes,Male,By_16:00,0.956399392,0.386096396,5693.0,941.178458,68.73733068,3846.3797640000003,882.5666984,20.36474824,30.67863195,8.307,81771.01032,No,38573.857469999995,8.447277997999999,196.40228480000002,67.81303606,366.7766581,60.0,Financial,12.0,647.2966835,3.0,Public_or_other,Industry_or_other,No,3.0,136.4302104
3014,Turquoises,2.0,305.07586860000004,46231.59314,30-45,10452.945909999999,Yes,719.0540332,Yes,Female,After_16:00,0.777244809,0.457277249,6221.0,471.72332439999997,55.54562104,5489.6855909999995,727.9097815,17.650698499999997,21.71919254,3.779,56922.34214,Maybe,206682.8852,1.554236535,454.6238942,9.025555686,101.6919562,60.0,Financial,12.0,53.49993228,2.0,Public_or_other,Industry_or_other,Yes,1.0,498.0813036
3016,Browns,4.0,55.36529993,1357.452368,45_and_up,369.0458152,No,103.12037409999999,Yes,Male,After_16:00,0.151499585,0.269023699,8886.0,80.33737913,84.87773943,896.2179791000001,497.7385751,29.23845975,8.963112134,7.114,8756.633637,No,5410.238297,2.259125581,73.55432208,36.118353000000006,18.45509998,90.0,Environment,11.0,750.5010065,1.0,Car,Hightech,Yes,0.0,46.92260137
3017,Khakis,4.0,394.1439238,43265.0013,Below_30,17402.42938,Yes,551.2442135,Yes,Female,After_16:00,0.18919119899999998,0.422891568,5547.0,367.5964435,24.87148354,4028.2793979999997,555.6623017999999,44.99165583,19.17280479,4.453,43629.88381,Maybe,108444.1877,6.448206848,329.3086512,46.04932873,131.38130790000002,70.0,Social,7.0,249.6056208,1.0,Public_or_other,Services_or_Retail,Yes,3.0,374.9530986
3018,Browns,3.0,281.61499280000004,14139.24954,45_and_up,8915.761017,Yes,288.7246532,Yes,Female,By_16:00,0.41187399,0.062705842,3165.0,295.4607962,38.68935045,2097.153494,559.4724966,83.60944293,17.188973100000002,12.835,26553.84834,Maybe,22687.345409999998,3.9031077919999997,150.6231901,95.64479669,93.87166427,100.0,Education,12.0,631.3836459,0.0,Foot_or_bicycle,Public_Sector,No,4.0,15.49523518
3019,Browns,5.0,395.73576860000003,10436.36024,30-45,17542.66732,No,585.5061825,Yes,Male,By_16:00,0.170807596,0.9452514040000001,8266.0,491.7242451,40.50928487,1774.609745,821.851034,90.95239956,22.17485615,7.734,46894.88021,No,6259.361303,7.519606033,79.11612543,0.114383129,131.9119229,80.0,Healthcare,12.0,479.6586306,2.0,Car,Industry_or_other,No,0.0,270.0854986
3020,Blues,8.0,1831.046018,430675.0672,Below_30,373145.851,Yes,1221.7933189999999,No,Male,By_16:00,0.775861446,0.344708422,8481.0,904.2558249,45.27584759,8864.725358,565.4540644,7.746478426,30.07084676,5.519,99856.4725,Maybe,497901.5189,5.957299415,705.6213707999999,21.921001399999998,610.3486727999999,60.0,Financial,8.0,486.06441639999997,3.0,Car,Industry_or_other,Yes,0.0,674.8018786
3021,Browns,3.0,136.73500159999998,9229.753846,Below_30,2132.96285,No,636.8732683999999,Yes,Male,By_16:00,0.8211283659999999,0.532149244,9674.0,451.30584389999996,54.32573431,2927.642676,549.4123063999999,76.20383808,21.24396017,6.3260000000000005,49227.61435,No,41007.50505,1.187152728,202.5030989,97.09789574,45.57833385,70.0,Social,10.0,311.66177989999994,1.0,Motorcycle_or_truck,Services_or_Retail,No,4.0,420.89539800000006
3022,Turquoises,3.0,822.7610025,106014.7078,Below_30,75499.3278,No,666.0891707000001,Yes,Male,After_16:00,0.774831715,0.691555832,7362.0,460.65916569999996,9.160296362999999,4786.889529,746.9630102000001,86.97031371,,2.638,53214.853930000005,No,149426.4069,8.542794762,386.5571198,10.66356725,274.2536675,70.0,Social,9.0,141.21044019999997,5.0,Public_or_other,Industry_or_other,No,0.0,425.68041910000005
3023,Browns,3.0,108.4464209,5530.048662,45_and_up,1352.8850519999999,No,468.3564022,Yes,Female,After_16:00,0.607079234,0.479983702,3989.0,412.5497664,36.09072948,2354.9006870000003,472.82057699999996,33.66614163,20.31132114,12.011,39365.76891,No,23402.91571,7.540834297000001,152.98011540000002,71.474519,36.14880697,80.0,Healthcare,10.0,491.20697019999994,3.0,Foot_or_bicycle,Student_or_Unemployed,Yes,0.0,163.52720180000003
3024,Browns,3.0,77.76121442,1552.870741,45_and_up,707.7877901,No,91.94325425,Yes,Female,By_16:00,0.291473771,0.088702881,6265.0,82.22849586,26.90329258,763.5490016,44.6684768,78.60749387,9.067992934,9.735,8146.283728,Maybe,3589.112364,6.960014632999999,59.90920099,1.5170753469999998,25.92040481,90.0,Environment,13.0,771.2914227000001,2.0,Car,Student_or_Unemployed,No,0.0,23.89337576
3025,Oranges,3.0,92.24962693,15776.34304,Below_30,986.3047277999999,No,595.638146,No,Male,By_16:00,0.930365797,0.44969856799999997,9714.0,270.7543697,29.64196617,5672.047551,843.6211627,38.39563629999999,16.45461545,2.286,44212.341510000006,Maybe,263224.285,5.609700817,513.0538811,8.34245407,30.74987564,50.0,Other,7.0,250.9725142,2.0,Foot_or_bicycle,Student_or_Unemployed,Yes,0.0,601.3076503999999
